lat,long,name
33.4551742,-88.79437659999999,"Mississippi State University, Duke University"
37.4274745,-122.169719,Stanford University
37.4274745,-122.169719,Stanford University
37.4274745,-122.169719,Stanford University
40.4237054,-86.92119459999999,Purdue University
40.4237054,-86.92119459999999,Purdue University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
30.4418778,-84.2984889,Florida State University
39.1974437,-96.5847249,Kansas State University
36.0014258,-78.9382286,Duke University
38.9543439,-95.2557961,University of Kansas
35.9049122,-79.0469134,University of North Carolina
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
42.3355488,-71.16849450000001,Boston College
30.4418778,-84.2984889,Florida State University
30.4418778,-84.2984889,Florida State University
30.4418778,-84.2984889,Florida State University
30.4418778,-84.2984889,Florida State University
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
40.7166872,-73.5993965,Hofstra University
40.7166872,-73.5993965,Hofstra University
36.1447034,-86.8026551,Vanderbilt University
36.1447034,-86.8026551,Vanderbilt University
36.1447034,-86.8026551,Vanderbilt University
36.1447034,-86.8026551,Vanderbilt University
36.1447034,-86.8026551,Vanderbilt University
32.2318851,-110.9501094,University of Arizona
32.2318851,-110.9501094,University of Arizona
39.5441917,-119.816397,"University of Nevada, Reno"
39.5441917,-119.816397,"University of Nevada, Reno"
35.9049122,-79.0469134,University of North Carolina
35.9049122,-79.0469134,University of North Carolina
38.0306511,-84.5039697,University of Kentucky
40.4237054,-86.92119459999999,Purdue University
40.4237054,-86.92119459999999,Purdue University
32.2318851,-110.9501094,University of Arizona
32.2318851,-110.9501094,University of Arizona
32.2318851,-110.9501094,University of Arizona
33.9701634,-118.4166111,"Loyola Marymount University, University of California, Santa Barbara"
33.9701634,-118.4166111,"Loyola Marymount University, University of California, Santa Barbara"
33.9701634,-118.4166111,"Loyola Marymount University, University of California, Santa Barbara"
33.9701634,-118.4166111,"Loyola Marymount University, University of California, Santa Barbara"
32.2318851,-110.9501094,University of Arizona
32.2318851,-110.9501094,University of Arizona
32.2318851,-110.9501094,University of Arizona
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
42.0266187,-93.6464654,"Iowa State University, Syracuse University"
43.0388337,-87.92856669999999,Marquette University
36.1447034,-86.8026551,Vanderbilt University
36.1447034,-86.8026551,Vanderbilt University
28.0587031,-82.41385389999999,University of South Florida
28.0587031,-82.41385389999999,University of South Florida
28.0587031,-82.41385389999999,University of South Florida
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
31.5469132,-97.1210998,Baylor University
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.1520526,-95.94607529999999,University of Tulsa
36.1520526,-95.94607529999999,University of Tulsa
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
30.2849185,-97.7340567,University of Texas at Austin
43.0391534,-76.1351158,Syracuse University
43.076592,-89.4124875,University of Wisconsin
43.076592,-89.4124875,University of Wisconsin
43.076592,-89.4124875,University of Wisconsin
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
36.0014258,-78.9382286,Duke University
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
40.7649368,-111.8421021,University of Utah
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
38.0306511,-84.5039697,University of Kentucky
41.8077414,-72.2539805,University of Connecticut
41.8077414,-72.2539805,University of Connecticut
41.8077414,-72.2539805,University of Connecticut
41.8077414,-72.2539805,University of Connecticut
41.8077414,-72.2539805,University of Connecticut
41.8077414,-72.2539805,University of Connecticut
25.7178924,-80.2746368,University of Miami
25.7178924,-80.2746368,University of Miami
25.7178924,-80.2746368,University of Miami
25.7178924,-80.2746368,University of Miami
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
33.7756178,-84.39628499999999,Georgia Institute of Technology
38.9869183,-76.9425543,University of Maryland
38.9869183,-76.9425543,University of Maryland
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
34.068921,-118.4451811,"University of California, Los Angeles"
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
32.7759894,-117.0712533,San Diego State University
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
40.1019523,-88.2271615,University of Illinois at Urbana-Champaign
33.9480053,-83.3773221,University of Georgia
33.9480053,-83.3773221,University of Georgia
43.076592,-89.4124875,University of Wisconsin
