,player_id,birthDate,draft_year,name,position,college,salary,season_end,season_start,team,lat,long
168,greendr01,4-Mar-90,2012.0,Draymond Green,Small Forward,Michigan State University,16400000.0,2018.0,2017.0,Golden State Warriors,42.701848,-84.4821719
169,harriga01,14-Sep-94,2014.0,Gary Harris,Shooting Guard,Michigan State University,2550055.0,2018.0,2017.0,Denver Nuggets,42.701848,-84.4821719
170,valende01,16-Nov-93,2016.0,Denzel Valentine,Shooting Guard,Michigan State University,2186400.0,2018.0,2017.0,Chicago Bulls,42.701848,-84.4821719
171,dekkesa01,6-May-94,2015.0,Sam Dekker,Power Forward,University of Wisconsin,1794600.0,2018.0,2017.0,Los Angeles Clippers,43.076592,-89.4124875
172,kaminfr01,4-Apr-93,2015.0,Frank Kaminsky,Center and,University of Wisconsin,2847600.0,2018.0,2017.0,Charlotte Hornets,43.076592,-89.4124875
173,leuerjo01,14-May-89,2011.0,Jon Leuer,Center and,University of Wisconsin,10497319.0,2018.0,2017.0,Detroit Pistons,43.076592,-89.4124875
174,dienggo01,18-Jan-90,2013.0,Gorgui Dieng,Center and,University of Louisville,14112360.0,2018.0,2017.0,Minnesota Timberwolves,38.2122761,-85.75850229999998
175,harremo01,26-Jan-94,2015.0,Montrezl Harrell,Power Forward,University of Louisville,1471382.0,2018.0,2017.0,Los Angeles Clippers,38.2122761,-85.75850229999998
176,mitchdo01,7-Sep-96,2017.0,Donovan Mitchell,Shooting Guard,University of Louisville,2621280.0,2018.0,2017.0,Utah Jazz,38.2122761,-85.75850229999998
177,onuakch01,1-Nov-96,2016.0,Chinanu Onuaku,Center,University of Louisville,1312611.0,2018.0,2017.0,Houston Rockets,38.2122761,-85.75850229999998
178,roziete01,17-Mar-94,2015.0,Terry Rozier,Point Guard,University of Louisville,1988520.0,2018.0,2017.0,Boston Celtics,38.2122761,-85.75850229999998
179,sivape01,24-Oct-90,2013.0,Peyton Siva,Shooting Guard,University of Louisville,100000.0,2015.0,2014.0,Orlando Magic,38.2122761,-85.75850229999998
180,smithru01,19-Apr-91,2014.0,Russ Smith,Point Guard,University of Louisville,816482.0,2016.0,2015.0,Memphis Grizzlies,38.2122761,-85.75850229999998
181,drumman01,10-Aug-93,2012.0,Andre Drummond,Center,University of Connecticut,23775506.0,2018.0,2017.0,Detroit Pistons,41.8077414,-72.25398050000003
182,lambje01,30-May-92,2012.0,Jeremy Lamb,Small Forward,University of Connecticut,7000000.0,2018.0,2017.0,Charlotte Hornets,41.8077414,-72.25398050000003
183,napiesh01,14-Jul-91,2014.0,Shabazz Napier,Point Guard,University of Connecticut,2361360.0,2018.0,2017.0,Portland Trail Blazers,41.8077414,-72.25398050000003
184,walkeke02,8-May-90,2011.0,Kemba Walker,Point Guard,University of Connecticut,12000000.0,2018.0,2017.0,Charlotte Hornets,41.8077414,-72.25398050000003
185,earlycl01,17-Apr-91,2014.0,Cleanthony Early,Small Forward,Wichita State University,845059.0,2016.0,2015.0,New York Knicks,37.71863670000001,-97.29414140000002
186,ebankde01,28-Oct-89,2010.0,Devin Ebanks,Shooting Guard,West Virginia University,1054389.0,2013.0,2012.0,Los Angeles Lakers,39.6480359,-79.9697147
187,engliki01,24-Sep-88,2012.0,Kim English,Shooting Guard,University of Missouri,473604.0,2013.0,2012.0,Detroit Pistons,38.94038079999999,-92.3277375
188,evansje01,24-Oct-87,2010.0,Jeremy Evans,Power Forward,Western Kentucky University,133129.0,2018.0,2017.0,Atlanta Hawks,36.983537,-86.4573752
189,ezelife01,21-Oct-89,2012.0,Festus Ezeli,Center,Vanderbilt University,333334.0,2018.0,2017.0,Portland Trail Blazers,36.1447034,-86.8026551
190,jenkijo01,6-Mar-91,2012.0,John Jenkins,Shooting Guard,Vanderbilt University,469841.0,2017.0,2016.0,Phoenix Suns,36.1447034,-86.8026551
191,jonesda03,30-Jun-95,2016.0,Damian Jones,Center,Vanderbilt University,1312611.0,2018.0,2017.0,Golden State Warriors,36.1447034,-86.8026551
192,tayloje03,23-May-89,2012.0,Jeff Taylor,Small Forward,Vanderbilt University,915243.0,2015.0,2014.0,Charlotte Hornets,36.1447034,-86.8026551
193,farieke01,19-Nov-89,2011.0,Kenneth Faried,Center and,Morehead State University,12921348.0,2018.0,2017.0,Denver Nuggets,38.1886162,-83.4315122
194,favorde01,15-Jul-91,2010.0,Derrick Favors,Center and,Georgia Institute of Technology,12000000.0,2018.0,2017.0,Utah Jazz,33.7756178,-84.39628499999998
195,lawalga01,7-Nov-88,2010.0,Gani Lawal,Power Forward,Georgia Institute of Technology,473640.0,2011.0,2010.0,Phoenix Suns,33.7756178,-84.39628499999998
196,ricegl02,1-Jan-91,2013.0,Glen Rice Jr.,Shooting Guard,Georgia Institute of Technology,400000.0,2015.0,2014.0,Washington Wizards,33.7756178,-84.39628499999998
197,shumpim01,26-Jun-90,2011.0,Iman Shumpert,Shooting Guard,Georgia Institute of Technology,10337079.0,2018.0,2017.0,Sacramento Kings,33.7756178,-84.39628499999998
198,felixca01,17-Aug-90,2013.0,Carrick Felix,Shooting Guard,Arizona State University,140902.0,2018.0,2017.0,Washington Wizards,33.4242399,-111.9280527
199,fieldla01,27-Jun-88,2010.0,Landry Fields,Shooting Guard,Stanford University,6250000.0,2015.0,2014.0,Toronto Raptors,37.4274745,-122.169719
200,huestjo01,19-Dec-91,2014.0,Josh Huestis,Power Forward,Stanford University,1471382.0,2018.0,2017.0,Oklahoma City Thunder,37.4274745,-122.169719
201,poweldw01,20-Jul-91,2014.0,Dwight Powell,Power Forward,Stanford University,9003125.0,2018.0,2017.0,Dallas Mavericks,37.4274745,-122.169719
202,frankja01,21-Jul-91,2013.0,Jamaal Franklin,Shooting Guard,San Diego State University,163296.0,2018.0,2017.0,Memphis Grizzlies,32.7759894,-117.0712533
203,leonaka01,29-Jun-91,2011.0,Kawhi Leonard,Small Forward,San Diego State University,18868625.0,2018.0,2017.0,San Antonio Spurs,32.7759894,-117.0712533
204,fredeji01,25-Feb-89,2011.0,Jimmer Fredette,Shooting Guard,Brigham Young University,54812.0,2016.0,2015.0,New Orleans Pelicans,40.2518435,-111.6493156
205,gilesha01,22-Apr-98,2017.0,Harry Giles,Power Forward,Duke University,1859400.0,2018.0,2017.0,Sacramento Kings,36.0014258,-78.9382286
206,ingrabr01,2-Sep-97,2016.0,Brandon Ingram,Small Forward,Duke University,5519400.0,2018.0,2017.0,Los Angeles Lakers,36.0014258,-78.9382286
207,irvinky01,23-Mar-92,2011.0,Kyrie Irving,Point Guard,Duke University,18868625.0,2018.0,2017.0,Boston Celtics,36.0014258,-78.9382286
208,jacksfr01,4-May-98,2017.0,Frank Jackson,Point Guard,Duke University,815615.0,2018.0,2017.0,New Orleans Pelicans,36.0014258,-78.9382286
209,jonesty01,10-May-96,2015.0,Tyus Jones,Point Guard,Duke University,1471382.0,2018.0,2017.0,Minnesota Timberwolves,36.0014258,-78.9382286
210,kellyry01,9-Apr-91,2013.0,Ryan Kelly,Power Forward,Duke University,418228.0,2017.0,2016.0,Atlanta Hawks,36.0014258,-78.9382286
211,kennalu01,24-Jun-96,2017.0,Luke Kennard,Shooting Guard,Duke University,2759280.0,2018.0,2017.0,Detroit Pistons,36.0014258,-78.9382286
212,okafoja01,15-Dec-95,2015.0,Jahlil Okafor,Center,Duke University,4995120.0,2018.0,2017.0,Brooklyn Nets,36.0014258,-78.9382286
213,parkeja01,15-Mar-95,2014.0,Jabari Parker,Power Forward,Duke University,6782392.0,2018.0,2017.0,Milwaukee Bucks,36.0014258,-78.9382286
214,plumlma01,5-Mar-90,2013.0,Mason Plumlee,Center,Duke University,14041096.0,2018.0,2017.0,Denver Nuggets,36.0014258,-78.9382286
215,plumlmi01,1-Sep-88,2012.0,Miles Plumlee,Center,Duke University,12500000.0,2018.0,2017.0,Atlanta Hawks,36.0014258,-78.9382286
216,riverau01,1-Aug-92,2012.0,Austin Rivers,Point Guard,Duke University,11825000.0,2018.0,2017.0,Los Angeles Clippers,36.0014258,-78.9382286
217,singlky01,4-May-88,2011.0,Kyle Singler,Small Forward,Duke University,4666500.0,2018.0,2017.0,Oklahoma City Thunder,36.0014258,-78.9382286
218,smithno01,25-Jul-88,2011.0,Nolan Smith,Point Guard,Duke University,1404960.0,2013.0,2012.0,Portland Trail Blazers,36.0014258,-78.9382286
219,tatumja01,3-Mar-98,2017.0,Jayson Tatum,Small Forward,Duke University,5645400.0,2018.0,2017.0,Boston Celtics,36.0014258,-78.9382286
220,winslju01,26-Mar-96,2015.0,Justise Winslow,Power Forward,Duke University,2705040.0,2018.0,2017.0,Miami Heat,36.0014258,-78.9382286
221,gordoaa01,16-Sep-95,2014.0,Aaron Gordon,Power Forward,University of Arizona,5504420.0,2018.0,2017.0,Orlando Magic,32.2318851,-110.9501094
222,hillso01,18-Mar-91,2013.0,Solomon Hill,Small Forward,University of Arizona,12236535.0,2018.0,2017.0,New Orleans Pelicans,32.2318851,-110.9501094
223,holliro01,3-Jan-95,2015.0,Rondae Hollis-Jefferson,Small Forward,University of Arizona,1471382.0,2018.0,2017.0,Brooklyn Nets,32.2318851,-110.9501094
224,jerregr01,8-Jul-93,2013.0,Grant Jerrett,Power Forward,University of Arizona,947276.0,2016.0,2015.0,Utah Jazz,32.2318851,-110.9501094
225,johnsni01,22-Dec-92,2014.0,Nick Johnson,Shooting Guard,University of Arizona,980431.0,2017.0,2016.0,Denver Nuggets,32.2318851,-110.9501094
226,johnsst04,29-May-96,2015.0,Stanley Johnson,Small Forward,University of Arizona,3097800.0,2018.0,2017.0,Detroit Pistons,32.2318851,-110.9501094
227,markkla01,22-May-97,2017.0,Lauri Markkanen,Power Forward,University of Arizona,3821640.0,2018.0,2017.0,Chicago Bulls,32.2318851,-110.9501094
228,willide02,25-May-91,2011.0,Derrick Williams,Power Forward,University of Arizona,83129.0,2018.0,2017.0,Los Angeles Lakers,32.2318851,-110.9501094
229,goudean01,7-Dec-88,2011.0,Andrew Goudelock,Point Guard,College of Charleston,200600.0,2016.0,2015.0,Houston Rockets,32.7834441,-79.93700179999998
230,greener01,9-May-91,2013.0,Erick Green,Point Guard,Virginia Polytechnic Institute and State University,99418.0,2016.0,2015.0,Utah Jazz,37.22838429999999,-80.42341669999998
231,hammoaj01,27-Aug-92,2016.0,A.J. Hammons,Center,Purdue University,1312611.0,2018.0,2017.0,Miami Heat,40.4237054,-86.92119459999998
232,hummero01,8-Mar-89,2012.0,Robbie Hummel,Small Forward,Purdue University,150000.0,2017.0,2016.0,Denver Nuggets,40.4237054,-86.92119459999998
233,johnsja02,8-Feb-89,2011.0,JaJuan Johnson,Power Forward,Purdue University,1120440.0,2013.0,2012.0,Houston Rockets,40.4237054,-86.92119459999998
234,mooreet01,25-Feb-89,2011.0,E'Twaun Moore,Point Guard,Purdue University,8445024.0,2018.0,2017.0,New Orleans Pelicans,40.4237054,-86.92119459999998
235,swanica01,18-Apr-97,2017.0,Caleb Swanigan,Power Forward,Purdue University,1465920.0,2018.0,2017.0,Portland Trail Blazers,40.4237054,-86.92119459999998
236,harklma01,11-May-93,2012.0,Maurice Harkless,Small Forward,St. John's University,10162922.0,2018.0,2017.0,Portland Trail Blazers,40.7220627,-73.79421119999998
237,harpeju01,30-Aug-89,2011.0,Justin Harper,Power Forward,University of Richmond,57672.0,2017.0,2016.0,Philadelphia 76ers,37.5751669,-77.5407146
238,harrito02,15-Jul-92,2011.0,Tobias Harris,Power Forward,University of Tennessee,16000000.0,2018.0,2017.0,Los Angeles Clippers,35.9544013,-83.92945639999998
239,mcraejo01,28-Mar-91,2014.0,Jordan McRae,Shooting Guard,University of Tennessee,874636.0,2017.0,2016.0,Cleveland Cavaliers,35.9544013,-83.92945639999998
240,richajo01,15-Sep-93,2015.0,Josh Richardson,Shooting Guard,University of Tennessee,1471382.0,2018.0,2017.0,Miami Heat,35.9544013,-83.92945639999998
241,stokeja01,7-Jan-94,2014.0,Jarnell Stokes,Center and,University of Tennessee,150000.0,2017.0,2016.0,Denver Nuggets,35.9544013,-83.92945639999998
242,hartjo01,6-Mar-95,2017.0,Josh Hart,Shooting Guard,Villanova University,1394520.0,2018.0,2017.0,Los Angeles Lakers,40.03789520000001,-75.34333149999998
243,haywago01,23-Mar-90,2010.0,Gordon Hayward,Power Forward,Butler University,29727900.0,2018.0,2017.0,Boston Celtics,39.8405491,-86.1708927
244,macksh01,22-Apr-90,2011.0,Shelvin Mack,Shooting Guard,Butler University,6000000.0,2018.0,2017.0,Orlando Magic,39.8405491,-86.1708927
245,hieldbu01,17-Dec-92,2016.0,Buddy Hield,Shooting Guard,University of Oklahoma,3675480.0,2018.0,2017.0,Sacramento Kings,35.2058936,-97.4457137
246,warrewi01,22-Oct-89,2010.0,Willie Warren,Point Guard,University of Oklahoma,500000.0,2011.0,2010.0,Los Angeles Clippers,35.2058936,-97.4457137
247,holmeri01,15-Oct-93,2015.0,Richaun Holmes,Center and,Bowling Green State University,1471382.0,2018.0,2017.0,Philadelphia 76ers,41.3797788,-83.6300826
248,iwundwe01,20-Dec-94,2017.0,Wesley Iwundu,Small Forward,Kansas State University,1050000.0,2018.0,2017.0,Orlando Magic,39.1974437,-96.5847249
249,jacksre01,16-Apr-90,2011.0,Reggie Jackson,Point Guard,Boston College,16000000.0,2018.0,2017.0,Detroit Pistons,42.3355488,-71.16849450000002
250,jenkich01,28-Feb-89,2011.0,Charles Jenkins,Point Guard,Hofstra University,762195.0,2013.0,2012.0,Philadelphia 76ers,40.7166872,-73.5993965
251,jonesdo02,15-Oct-88,2010.0,Dominique Jones,Point Guard,University of South Florida,1276560.0,2013.0,2012.0,Dallas Mavericks,28.0587031,-82.41385389999998
252,jordaje01,29-Sep-86,2010.0,Jerome Jordan,Center,University of Tulsa,915243.0,2015.0,2014.0,Brooklyn Nets,36.15205260000001,-95.9460753
253,kuzmaky01,24-Jul-95,2017.0,Kyle Kuzma,Power Forward,University of Utah,1423560.0,2018.0,2017.0,Los Angeles Lakers,40.7649368,-111.8421021
254,poeltja01,15-Oct-95,2016.0,Jakob Poeltl,Center,University of Utah,2825640.0,2018.0,2017.0,Toronto Raptors,40.7649368,-111.8421021
255,wrighde01,26-Apr-92,2015.0,Delon Wright,Point Guard,University of Utah,1645200.0,2018.0,2017.0,Toronto Raptors,40.7649368,-111.8421021
256,larkish01,2-Oct-92,2013.0,Shane Larkin,Point Guard,University of Miami,1471382.0,2018.0,2017.0,Boston Celtics,25.7178924,-80.2746368
257,reedda01,11-Jun-95,2017.0,Davon Reed,Shooting Guard,University of Miami,815615.0,2018.0,2017.0,Phoenix Suns,25.7178924,-80.2746368
258,laymaja01,7-Mar-94,2016.0,Jake Layman,Small Forward,University of Maryland,1312611.0,2018.0,2017.0,Portland Trail Blazers,38.9869183,-76.9425543
259,lenal01,16-Jun-93,2013.0,Alex Len,Center,University of Maryland,4187599.0,2018.0,2017.0,Phoenix Suns,38.9869183,-76.9425543
260,stonedi01,10-Feb-97,2016.0,Diamond Stone,Center,University of Maryland,50000.0,2018.0,2017.0,Chicago Bulls,38.9869183,-76.9425543
261,vasqugr01,16-Jan-87,2010.0,Greivis Vasquez,Point Guard,University of Maryland,4347826.0,2017.0,2016.0,Brooklyn Nets,38.9869183,-76.9425543
262,willijo03,11-Oct-90,2011.0,Jordan Williams,Center,University of Maryland,762195.0,2013.0,2012.0,Atlanta Hawks,38.9869183,-76.9425543
263,leoname01,27-Feb-92,2012.0,Meyers Leonard,Power Forward,University of Illinois at Urbana-Champaign,9904495.0,2018.0,2017.0,Portland Trail Blazers,40.1019523,-88.2271615
264,lillada01,15-Jul-90,2012.0,Damian Lillard,Point Guard,Weber State University,26153057.0,2018.0,2017.0,Portland Trail Blazers,41.19246820000001,-111.9444959
265,marblde01,21-Sep-92,2014.0,Devyn Marble,Shooting Guard,University of Iowa,845059.0,2016.0,2015.0,Orlando Magic,41.6626963,-91.5548998
266,martija01,24-May-94,2015.0,Jarell Martin,Power Forward,Louisiana State University,1471382.0,2018.0,2017.0,Memphis Grizzlies,30.4132579,-91.1800023
267,mickejo01,9-Jul-94,2015.0,Jordan Mickey,Power Forward,Louisiana State University,1471382.0,2018.0,2017.0,Miami Heat,30.4132579,-91.1800023
268,obryajo01,1-Jun-93,2014.0,Johnny O'Bryant,Power Forward,Louisiana State University,1524305.0,2018.0,2017.0,New York Knicks,30.4132579,-91.1800023
269,simmobe01,20-Jul-96,2016.0,Ben Simmons,Point Guard,Louisiana State University,6168840.0,2018.0,2017.0,Philadelphia 76ers,30.4132579,-91.1800023
270,mccalra01,12-Jun-91,2013.0,Ray McCallum,Point Guard,University of Detroit Mercy,11949.0,2017.0,2016.0,Detroit Pistons,42.4141556,-83.1379932
271,mccolcj01,19-Sep-91,2013.0,CJ McCollum,Shooting Guard,Lehigh University,23962573.0,2018.0,2017.0,Portland Trail Blazers,40.6048687,-75.37751870000002
272,mcderdo01,3-Jan-92,2014.0,Doug McDermott,Small Forward,Creighton University,3294994.0,2018.0,2017.0,Dallas Mavericks,41.2655521,-95.9463862
273,pattoju01,14-Jun-97,2017.0,Justin Patton,Center,Creighton University,2247480.0,2018.0,2017.0,Minnesota Timberwolves,41.2655521,-95.9463862
274,middlkh01,12-Aug-91,2012.0,Khris Middleton,Shooting Guard,Texas A&M University,14100000.0,2018.0,2017.0,Milwaukee Bucks,30.6090918,-96.3337124
275,mitchto02,7-Apr-92,2013.0,Tony Mitchell,Power Forward,University of North Texas,816482.0,2015.0,2014.0,Phoenix Suns,33.207488,-97.1525862
276,monrogr01,4-Jun-90,2010.0,Greg Monroe,Power Forward,Georgetown University,5000000.0,2018.0,2017.0,Boston Celtics,38.9076089,-77.07225849999998
277,porteot01,3-Jun-93,2013.0,Otto Porter,Small Forward,Georgetown University,24773250.0,2018.0,2017.0,Washington Wizards,38.9076089,-77.07225849999998
278,murphke01,6-Mar-90,2012.0,Kevin Murphy,Shooting Guard,Tennessee Technological University,65000.0,2015.0,2014.0,Utah Jazz,36.1757592,-85.50863740000001
279,muscami01,1-Jul-91,2013.0,Mike Muscala,Power Forward,Bucknell University,5000000.0,2018.0,2017.0,Atlanta Hawks,40.9547722,-76.88507589999998
280,ndiayha01,12-Jan-87,2010.0,Hamady N'Diaye,Center,Rutgers University,270427.0,2012.0,2011.0,Washington Wizards,40.741078,-74.17327359999999
281,nancela02,1-Jan-93,2015.0,Larry Nance Jr.,Center and,University of Wyoming,1471382.0,2018.0,2017.0,Cleveland Cavaliers,41.3148754,-105.5665744
282,nichoan01,8-Dec-89,2012.0,Andrew Nicholson,Power Forward,St. Bonaventure University,2844429.0,2018.0,2017.0,Portland Trail Blazers,42.0794875,-78.48427029999998
283,oquinky01,26-Mar-90,2012.0,Kyle O'Quinn,Center and,Norfolk State University,4087500.0,2018.0,2017.0,New York Knicks,36.8480161,-76.262085
284,paytoel01,22-Feb-94,2014.0,Elfrid Payton,Point Guard,University of Louisiana at Lafayette,3332340.0,2018.0,2017.0,Phoenix Suns,30.2114404,-92.0204121
285,portibo01,10-Feb-95,2015.0,Bobby Portis,Power Forward,University of Arkansas,1516320.0,2018.0,2017.0,Chicago Bulls,36.06868950000001,-94.1748471
286,russeda01,23-Feb-96,2015.0,D'Angelo Russell,Point Guard,Ohio State University,5562360.0,2018.0,2017.0,Brooklyn Nets,40.0068363,-83.03062220000002
287,sullija01,4-Mar-92,2012.0,Jared Sullinger,Power Forward,Ohio State University,5628000.0,2017.0,2016.0,Phoenix Suns,40.0068363,-83.03062220000002
288,turneev01,27-Oct-88,2010.0,Evan Turner,Small Forward,Ohio State University,17131148.0,2018.0,2017.0,Portland Trail Blazers,40.0068363,-83.03062220000002
289,sandela01,21-Nov-88,2010.0,Larry Sanders,Power Forward,Virginia Commonwealth University,1865547.0,2018.0,2017.0,Milwaukee Bucks,37.54831220000001,-77.4526805
290,siakapa01,2-Apr-94,2016.0,Pascal Siakam,Power Forward,New Mexico State University,1312611.0,2018.0,2017.0,Toronto Raptors,32.2787745,-106.7479059
291,smithde03,25-Nov-97,2017.0,Dennis Smith Jr.,Point Guard,North Carolina State University,3218280.0,2018.0,2017.0,Dallas Mavericks,35.7846633,-78.6820946
292,warretj01,5-Sep-93,2014.0,T.J. Warren,Small Forward,North Carolina State University,3152931.0,2018.0,2017.0,Phoenix Suns,35.7846633,-78.6820946
293,stephla01,5-Sep-90,2010.0,Lance Stephenson,Small Forward,University of Cincinnati,4180000.0,2018.0,2017.0,Indiana Pacers,39.1329219,-84.51495039999998
294,thompkl01,8-Feb-90,2011.0,Klay Thompson,Shooting Guard,Washington State University,17826150.0,2018.0,2017.0,Golden State Warriors,46.7319225,-117.1542121
295,thornsi01,15-Nov-94,2017.0,Sindarius Thornwell,Shooting Guard,University of South Carolina,815615.0,2018.0,2017.0,Los Angeles Clippers,33.9937575,-81.0299186
296,varnaja01,1-Mar-88,2010.0,Jarvis Varnado,Power Forward,Mississippi State University,75000.0,2015.0,2014.0,Philadelphia 76ers,33.455174199999995,-88.79437659999998
297,vucevni01,24-Oct-90,2011.0,Nikola Vucevic,Center,University of Southern California,12250000.0,2018.0,2017.0,Orlando Magic,34.0223519,-118.285117
298,whiteis01,8-Mar-95,2016.0,Isaiah Whitehead,Point Guard,Seton Hall University,1312611.0,2018.0,2017.0,Brooklyn Nets,40.7433773,-74.2465446
299,whiteha01,13-Jun-89,2010.0,Hassan Whiteside,Center,Marshall University,23775506.0,2018.0,2017.0,Miami Heat,38.4235252,-82.42641449999998
300,,,,,nan, University of Oregon,,,,,44.0448302,-123.0726055
