,player_id,birthDate,draft_year,name,position,college,salary,season_end,season_start,team
49,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,665000,2013,2012,Toronto Raptors
50,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,788872,2014,2013,Toronto Raptors
51,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,915243,2015,2014,New York Knicks
52,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,981348,2016,2015,Sacramento Kings
53,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,1914544,2017,2016,Brooklyn Nets
54,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,1050961,2017,2016,Dallas Mavericks
55,acyqu01,6-Oct-90,2012,Quincy Acy,Power Forward and Small Forward,Baylor University,1709538,2018,2017,Brooklyn Nets
61,adamsjo01,8-Jul-94,2014,Jordan Adams,Shooting Guard,"University of California, Los Angeles",1344120,2015,2014,Memphis Grizzlies
62,adamsjo01,8-Jul-94,2014,Jordan Adams,Shooting Guard,"University of California, Los Angeles",1404600,2016,2015,Memphis Grizzlies
63,adamsjo01,8-Jul-94,2014,Jordan Adams,Shooting Guard,"University of California, Los Angeles",1465080,2017,2016,Memphis Grizzlies
72,adamsst01,20-Jul-93,2013,Steven Adams,Center,University of Pittsburgh,2090880,2014,2013,Oklahoma City Thunder
73,adamsst01,20-Jul-93,2013,Steven Adams,Center,University of Pittsburgh,2184960,2015,2014,Oklahoma City Thunder
74,adamsst01,20-Jul-93,2013,Steven Adams,Center,University of Pittsburgh,2279040,2016,2015,Oklahoma City Thunder
75,adamsst01,20-Jul-93,2013,Steven Adams,Center,University of Pittsburgh,3140517,2017,2016,Oklahoma City Thunder
76,adamsst01,20-Jul-93,2013,Steven Adams,Center,University of Pittsburgh,22471910,2018,2017,Oklahoma City Thunder
82,adebaba01,18-Jul-97,2017,Bam Adebayo,Center,University of Kentucky,2490360,2018,2017,Miami Heat
131,alabiso01,21-Mar-88,2010,Solomon Alabi,Center,Florida State University,770000,2011,2010,Toronto Raptors
132,alabiso01,21-Mar-88,2010,Solomon Alabi,Center,Florida State University,830000,2012,2011,Toronto Raptors
139,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,2126520,2011,2010,Oklahoma City Thunder
140,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,2286000,2012,2011,Oklahoma City Thunder
141,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,2445480,2013,2012,Sacramento Kings
142,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,981084,2015,2014,New York Knicks
143,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,1100600,2016,2015,Los Angeles Clippers
144,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,7643979,2017,2016,Minnesota Timberwolves
145,aldrico01,31-Oct-88,2010,Cole Aldrich,Center,University of Kansas,7300000,2018,2017,Minnesota Timberwolves
186,allenja01,21-Apr-98,2017,Jarrett Allen,Center,University of Texas at Austin,1713720,2018,2017,Brooklyn Nets
191,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,473604,2012,2011,Philadelphia 76ers
192,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,3000000,2013,2012,Philadelphia 76ers
193,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,3060000,2014,2013,Philadelphia 76ers
194,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,948163,2015,2014,Indiana Pacers
195,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,3700000,2016,2015,Indiana Pacers
196,allenla01,4-Feb-89,2011,Lavoy Allen,Power Forward and Center,Temple University,4000000,2017,2016,Indiana Pacers
264,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,2563320,2011,2010,Los Angeles Clippers
265,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,2755560,2012,2011,New Orleans Hornets
266,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,2947800,2013,2012,New Orleans Hornets
267,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,3700000,2014,2013,New Orleans Pelicans
268,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,981084,2015,2014,Dallas Mavericks
269,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,7500000,2016,2015,Portland Trail Blazers
270,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,7680965,2017,2016,Portland Trail Blazers
271,aminual01,21-Sep-90,2010,Al-Farouq Aminu,Power Forward and Small Forward,Wake Forest University,7319035,2018,2017,Portland Trail Blazers
334,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,1361400,2011,2010,San Antonio Spurs
335,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,1463520,2012,2011,San Antonio Spurs
336,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,472427,2013,2012,Houston Rockets
337,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,145749,2013,2012,San Antonio Spurs
338,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,916099,2014,2013,Philadelphia 76ers
339,anderja01,25-Mar-89,2010,James Anderson,Small Forward and Shooting Guard,Oklahoma State University,1015421,2016,2015,Sacramento Kings
340,anderju01,19-Nov-93,2015,Justin Anderson,Small Forward,University of Virginia,1449000,2016,2015,Dallas Mavericks
341,anderju01,19-Nov-93,2015,Justin Anderson,Small Forward,University of Virginia,1514160,2017,2016,Philadelphia 76ers
342,anderju01,19-Nov-93,2015,Justin Anderson,Small Forward,University of Virginia,1579440,2018,2017,Philadelphia 76ers
357,anderky01,20-Sep-93,2014,Kyle Anderson,Small Forward,"University of California, Los Angeles",1093680,2015,2014,San Antonio Spurs
358,anderky01,20-Sep-93,2014,Kyle Anderson,Small Forward,"University of California, Los Angeles",1142879,2016,2015,San Antonio Spurs
359,anderky01,20-Sep-93,2014,Kyle Anderson,Small Forward,"University of California, Los Angeles",1192080,2017,2016,San Antonio Spurs
360,anderky01,20-Sep-93,2014,Kyle Anderson,Small Forward,"University of California, Los Angeles",2151704,2018,2017,San Antonio Spurs
416,anigbik01,17-Oct-98,2017,Ike Anigbogu,Center,"University of California, Los Angeles",950000,2018,2017,Indiana Pacers
465,anunoog01,17-Jul-97,2017,OG Anunoby,Small Forward,Indiana University,1645200,2018,2017,Toronto Raptors
647,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1645440,2011,2010,Portland Trail Blazers
648,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1768800,2012,2011,Portland Trail Blazers
649,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1892280,2013,2012,Portland Trail Blazers
650,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",981084,2015,2014,New Orleans Pelicans
651,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1100000,2016,2015,New Orleans Pelicans
652,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1227000,2017,2016,Miami Heat
653,babbilu01,20-Jun-89,2010,Luke Babbitt,Small Forward and Power Forward,"University of Nevada, Reno",1974159,2018,2017,Miami Heat
655,bacondw01,30-Aug-95,2017,Dwayne Bacon,Shooting Guard,Florida State University,815615,2018,2017,Charlotte Hornets
685,bairsca01,7-Dec-90,2014,Cameron Bairstow,Center and Power Forward,University of New Mexico,507336,2015,2014,Chicago Bulls
686,bairsca01,7-Dec-90,2014,Cameron Bairstow,Center and Power Forward,University of New Mexico,845059,2016,2015,Chicago Bulls
713,balllo01,27-Oct-97,2017,Lonzo Ball,Point Guard,"University of California, Los Angeles",6286560,2018,2017,Los Angeles Lakers
787,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,2798040,2013,2012,Golden State Warriors
788,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,2923920,2014,2013,Golden State Warriors
789,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,3049920,2015,2014,Golden State Warriors
790,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,3873398,2016,2015,Golden State Warriors
791,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,22116750,2017,2016,Dallas Mavericks
792,barneha02,30-May-92,2012,Harrison Barnes,Power Forward and Small Forward,University of North Carolina,23112004,2018,2017,Dallas Mavericks
861,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,550000,2013,2012,Portland Trail Blazers
862,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,788872,2014,2013,Portland Trail Blazers
863,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,915243,2015,2014,Denver Nuggets
864,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,3333333,2016,2015,Denver Nuggets
865,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,3533333,2017,2016,Denver Nuggets
866,bartowi01,6-Jan-91,2012,Will Barton,Shooting Guard,University of Memphis,3533333,2018,2017,Denver Nuggets
965,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,4133280,2013,2012,Washington Wizards
966,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,4319280,2014,2013,Washington Wizards
967,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,4505280,2015,2014,Washington Wizards
968,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,5694674,2016,2015,Washington Wizards
969,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,22116750,2017,2016,Washington Wizards
970,bealbr01,28-Jun-93,2012,Bradley Beal,Shooting Guard,University of Florida,23775506,2018,2017,Washington Wizards
973,beaslma01,26-Nov-96,2016,Malik Beasley,Shooting Guard,Florida State University,1627320,2017,2016,Denver Nuggets
974,beaslma01,26-Nov-96,2016,Malik Beasley,Shooting Guard,Florida State University,1700640,2018,2017,Denver Nuggets
1019,belljo01,7-Jan-95,2017,Jordan Bell,Center,University of Oregon,815615,2018,2017,Golden State Warriors
1035,bembrde01,4-Jul-94,2016,DeAndre' Bembry,Shooting Guard and Small Forward,Saint Joseph's University,1499760,2017,2016,Atlanta Hawks
1036,bembrde01,4-Jul-94,2016,DeAndre' Bembry,Shooting Guard and Small Forward,Saint Joseph's University,1567200,2018,2017,Atlanta Hawks
1063,bennean01,14-Mar-93,2013,Anthony Bennett,Power Forward,"University of Nevada, Las Vegas",5324280,2014,2013,Cleveland Cavaliers
1064,bennean01,14-Mar-93,2013,Anthony Bennett,Power Forward,"University of Nevada, Las Vegas",5563920,2015,2014,Minnesota Timberwolves
1065,bennean01,14-Mar-93,2013,Anthony Bennett,Power Forward,"University of Nevada, Las Vegas",3650000,2016,2015,Minnesota Timberwolves
1066,bennean01,14-Mar-93,2013,Anthony Bennett,Power Forward,"University of Nevada, Las Vegas",947276,2016,2015,Toronto Raptors
1067,bennean01,14-Mar-93,2013,Anthony Bennett,Power Forward,"University of Nevada, Las Vegas",1015696,2017,2016,Brooklyn Nets
1085,bensoke02,13-Aug-88,2011,Keith Benson,Center,Oakland University,75000,2017,2016,Miami Heat
1090,bentibe01,29-Mar-95,2016,Ben Bentil,Power Forward,Providence College,250000,2017,2016,Boston Celtics
1091,bentibe01,29-Mar-95,2016,Ben Bentil,Power Forward,Providence College,50000,2017,2016,Indiana Pacers
1092,bentibe01,29-Mar-95,2016,Ben Bentil,Power Forward,Providence College,31969,2017,2016,Dallas Mavericks
1247,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,1485000,2011,2010,Los Angeles Clippers
1248,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,1596360,2012,2011,Los Angeles Clippers
1249,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,1707720,2013,2012,Los Angeles Clippers
1250,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,2626473,2014,2013,Phoenix Suns
1251,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,12173913,2015,2014,Phoenix Suns
1252,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,13086957,2016,2015,Phoenix Suns
1253,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,14000000,2017,2016,Phoenix Suns
1254,bledser01,9-Dec-89,2010,Eric Bledsoe,Point Guard,University of Kentucky,14500000,2018,2017,Milwaukee Bucks
1354,bookede01,30-Oct-96,2015,Devin Booker,Shooting Guard,University of Kentucky,2127840,2016,2015,Phoenix Suns
1355,bookede01,30-Oct-96,2015,Devin Booker,Shooting Guard,University of Kentucky,2223600,2017,2016,Phoenix Suns
1356,bookede01,30-Oct-96,2015,Devin Booker,Shooting Guard,University of Kentucky,2319360,2018,2017,Phoenix Suns
1357,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,1204560,2011,2010,Washington Wizards
1358,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,1294920,2012,2011,Washington Wizards
1359,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,1385280,2013,2012,Washington Wizards
1360,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,2350820,2014,2013,Washington Wizards
1361,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,5000000,2015,2014,Utah Jazz
1362,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,4775000,2016,2015,Utah Jazz
1363,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,9250000,2017,2016,Brooklyn Nets
1364,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,8725000,2018,2017,Philadelphia 76ers
1365,booketr01,25-Nov-87,2010,Trevor Booker,Power Forward,Clemson University,332516,2018,2017,Indiana Pacers
1481,brackcr01,9-Oct-87,2010,Craig Brackins,Power Forward,Iowa State University,1306920,2011,2010,Philadelphia 76ers
1482,brackcr01,9-Oct-87,2010,Craig Brackins,Power Forward,Iowa State University,1404960,2012,2011,Philadelphia 76ers
1483,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,1418160,2011,2010,Boston Celtics
1484,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,1524480,2012,2011,Boston Celtics
1485,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,1630800,2013,2012,Boston Celtics
1486,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,2511432,2014,2013,Boston Celtics
1487,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,7191011,2015,2014,Boston Celtics
1488,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,7730337,2016,2015,Boston Celtics
1489,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,8269663,2017,2016,Boston Celtics
1490,bradlav01,26-Nov-90,2010,Avery Bradley,Point Guard and Shooting Guard,University of Texas at Austin,8808989,2018,2017,Los Angeles Clippers
1513,bradlto01,8-Jan-98,2017,Tony Bradley,Center,University of North Carolina,1414920,2018,2017,Utah Jazz
1612,brogdma01,11-Dec-92,2016,Malcolm Brogdon,Shooting Guard and Point Guard,University of Virginia,925000,2017,2016,Milwaukee Bucks
1613,brogdma01,11-Dec-92,2016,Malcolm Brogdon,Shooting Guard and Point Guard,University of Virginia,1312611,2018,2017,Milwaukee Bucks
1625,brookdi01,22-Jan-96,2017,Dillon Brooks,Small Forward,University of Oregon,815615,2018,2017,Memphis Grizzlies
1630,brookma01,26-Jan-89,2011,MarShon Brooks,Shooting Guard,Providence College,1110120,2012,2011,New Jersey Nets
1631,brookma01,26-Jan-89,2011,MarShon Brooks,Shooting Guard,Providence College,1193280,2013,2012,Brooklyn Nets
1632,brookma01,26-Jan-89,2011,MarShon Brooks,Shooting Guard,Providence College,1210080,2014,2013,Boston Celtics
1633,brookma01,26-Jan-89,2011,MarShon Brooks,Shooting Guard,Providence College,332477,2018,2017,Memphis Grizzlies
1691,brownja02,24-Oct-96,2016,Jaylen Brown,Small Forward and Shooting Guard,University of California,4743000,2017,2016,Boston Celtics
1692,brownja02,24-Oct-96,2016,Jaylen Brown,Small Forward and Shooting Guard,University of California,4956480,2018,2017,Boston Celtics
1758,brownst02,10-Feb-95,2017,Sterling Brown,Shooting Guard,Southern Methodist University,815615,2018,2017,Milwaukee Bucks
1811,bryanth01,31-Jul-97,2017,Thomas Bryant,Center,Indiana University,815615,2018,2017,Los Angeles Lakers
1867,bullore01,16-Mar-91,2013,Reggie Bullock,Shooting Guard and Small Forward,University of North Carolina,1149000,2014,2013,Los Angeles Clippers
1868,bullore01,16-Mar-91,2013,Reggie Bullock,Shooting Guard and Small Forward,University of North Carolina,1200720,2015,2014,Phoenix Suns
1869,bullore01,16-Mar-91,2013,Reggie Bullock,Shooting Guard and Small Forward,University of North Carolina,1252440,2016,2015,Detroit Pistons
1870,bullore01,16-Mar-91,2013,Reggie Bullock,Shooting Guard and Small Forward,University of North Carolina,2255644,2017,2016,Detroit Pistons
1871,bullore01,16-Mar-91,2013,Reggie Bullock,Shooting Guard and Small Forward,University of North Carolina,2500000,2018,2017,Detroit Pistons
1875,burketr01,12-Nov-92,2013,Trey Burke,Point Guard,University of Michigan,2438760,2014,2013,Utah Jazz
1876,burketr01,12-Nov-92,2013,Trey Burke,Point Guard,University of Michigan,2548560,2015,2014,Utah Jazz
1877,burketr01,12-Nov-92,2013,Trey Burke,Point Guard,University of Michigan,2658240,2016,2015,Utah Jazz
1878,burketr01,12-Nov-92,2013,Trey Burke,Point Guard,University of Michigan,3386598,2017,2016,Washington Wizards
1879,burketr01,12-Nov-92,2013,Trey Burke,Point Guard,University of Michigan,784160,2018,2017,New York Knicks
1880,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,2020200,2012,2011,Utah Jazz
1881,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,2171640,2013,2012,Utah Jazz
1882,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,2202000,2014,2013,Utah Jazz
1883,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,3034356,2015,2014,Utah Jazz
1884,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,9213484,2016,2015,Utah Jazz
1885,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,10154495,2017,2016,Utah Jazz
1886,burksal01,20-Jul-91,2011,Alec Burks,Shooting Guard,University of Colorado,10845506,2018,2017,Utah Jazz
1930,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,1020960,2012,2011,Chicago Bulls
1931,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,1097520,2013,2012,Chicago Bulls
1932,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,1112880,2014,2013,Chicago Bulls
1933,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,2008748,2015,2014,Chicago Bulls
1934,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,15260000,2016,2015,Chicago Bulls
1935,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,17552209,2017,2016,Chicago Bulls
1936,butleji01,14-Sep-89,2011,Jimmy Butler,Shooting Guard and Small Forward,Marquette University,19301070,2018,2017,Minnesota Timberwolves
2029,caldwke01,18-Feb-93,2013,Kentavious Caldwell-Pope,Shooting Guard,University of Georgia,2653080,2014,2013,Detroit Pistons
2030,caldwke01,18-Feb-93,2013,Kentavious Caldwell-Pope,Shooting Guard,University of Georgia,2772480,2015,2014,Detroit Pistons
2031,caldwke01,18-Feb-93,2013,Kentavious Caldwell-Pope,Shooting Guard,University of Georgia,2891760,2016,2015,Detroit Pistons
2032,caldwke01,18-Feb-93,2013,Kentavious Caldwell-Pope,Shooting Guard,University of Georgia,3678319,2017,2016,Detroit Pistons
2033,caldwke01,18-Feb-93,2013,Kentavious Caldwell-Pope,Shooting Guard,University of Georgia,17745894,2018,2017,Los Angeles Lakers
2080,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,816482,2015,2014,Philadelphia 76ers
2081,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,947276,2016,2015,Philadelphia 76ers
2082,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,1015696,2017,2016,Chicago Bulls
2083,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,997547,2018,2017,Phoenix Suns
2084,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,200000,2018,2017,Chicago Bulls
2085,canaais01,21-May-91,2013,Isaiah Canaan,Shooting Guard and Point Guard,Murray State University,53465,2018,2017,Houston Rockets
2090,caracde01,4-May-88,2010,Derrick Caracter,Center,"University of Louisville, University of Texas at El Paso",473604,2011,2010,Los Angeles Lakers
2091,caracde01,4-May-88,2010,Derrick Caracter,Center,"University of Louisville, University of Texas at El Paso",270427,2012,2011,Los Angeles Lakers
2195,cartemi01,10-Oct-91,2013,Michael Carter-Williams,Point Guard,Syracuse University,2200920,2014,2013,Philadelphia 76ers
2196,cartemi01,10-Oct-91,2013,Michael Carter-Williams,Point Guard,Syracuse University,2300040,2015,2014,Milwaukee Bucks
2197,cartemi01,10-Oct-91,2013,Michael Carter-Williams,Point Guard,Syracuse University,2399040,2016,2015,Milwaukee Bucks
2198,cartemi01,10-Oct-91,2013,Michael Carter-Williams,Point Guard,Syracuse University,3183526,2017,2016,Chicago Bulls
2199,cartemi01,10-Oct-91,2013,Michael Carter-Williams,Point Guard,Syracuse University,2700000,2018,2017,Charlotte Hornets
2257,caulewi01,18-Aug-93,2015,Willie Cauley-Stein,Center,University of Kentucky,3398280,2016,2015,Sacramento Kings
2258,caulewi01,18-Aug-93,2015,Willie Cauley-Stein,Center,University of Kentucky,3551160,2017,2016,Sacramento Kings
2259,caulewi01,18-Aug-93,2015,Willie Cauley-Stein,Center,University of Kentucky,3704160,2018,2017,Sacramento Kings
2404,chrisma01,2-Jul-97,2016,Marquese Chriss,Power Forward,University of Washington,2941440,2017,2016,Phoenix Suns
2405,chrisma01,2-Jul-97,2016,Marquese Chriss,Power Forward,University of Washington,3073800,2018,2017,Phoenix Suns
2422,chrisra01,1-Dec-91,2015,Rakeem Christmas,Power Forward,Syracuse University,1000000,2016,2015,Indiana Pacers
2423,chrisra01,1-Dec-91,2015,Rakeem Christmas,Power Forward,Syracuse University,1052342,2017,2016,Indiana Pacers
2424,chrisra01,1-Dec-91,2015,Rakeem Christmas,Power Forward,Syracuse University,172552,2018,2017,Indiana Pacers
2425,chrisse01,1-Nov-92,2014,Semaj Christon,Point Guard,Xavier University,543471,2017,2016,Oklahoma City Thunder
2444,clarkjo01,7-Jun-92,2014,Jordan Clarkson,Shooting Guard and Point Guard,"University of Tulsa, University of Missouri",507336,2015,2014,Los Angeles Lakers
2445,clarkjo01,7-Jun-92,2014,Jordan Clarkson,Shooting Guard and Point Guard,"University of Tulsa, University of Missouri",845059,2016,2015,Los Angeles Lakers
2446,clarkjo01,7-Jun-92,2014,Jordan Clarkson,Shooting Guard and Point Guard,"University of Tulsa, University of Missouri",12500000,2017,2016,Los Angeles Lakers
2447,clarkjo01,7-Jun-92,2014,Jordan Clarkson,Shooting Guard and Point Guard,"University of Tulsa, University of Missouri",11562500,2018,2017,Cleveland Cavaliers
2475,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,1035960,2012,2011,Miami Heat
2476,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,1082520,2013,2012,Miami Heat
2477,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,1129200,2014,2013,Miami Heat
2478,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,2038206,2015,2014,New Orleans Pelicans
2479,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,3036927,2016,2015,New Orleans Pelicans
2480,coleno01,13-Oct-88,2011,Norris Cole,Point Guard,Cleveland State University,247991,2017,2016,Oklahoma City Thunder
2543,collijo01,23-Sep-97,2017,John Collins,Power Forward,Wake Forest University,1936920,2018,2017,Atlanta Hawks
2549,colliza01,19-Nov-97,2017,Zach Collins,Center,Gonzaga University,3057240,2018,2017,Portland Trail Blazers
2602,connapa01,6-Jan-93,2015,Pat Connaughton,Shooting Guard,University of Notre Dame,525093,2016,2015,Portland Trail Blazers
2603,connapa01,6-Jan-93,2015,Pat Connaughton,Shooting Guard,University of Notre Dame,874636,2017,2016,Portland Trail Blazers
2604,connapa01,6-Jan-93,2015,Pat Connaughton,Shooting Guard,University of Notre Dame,1471382,2018,2017,Portland Trail Blazers
2695,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,3374640,2011,2010,Sacramento Kings
2696,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,3627720,2012,2011,Sacramento Kings
2697,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,3880800,2013,2012,Sacramento Kings
2698,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,4916974,2014,2013,Sacramento Kings
2699,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,13701250,2015,2014,Sacramento Kings
2700,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,14728844,2016,2015,Sacramento Kings
2701,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,16957900,2017,2016,New Orleans Pelicans
2702,couside01,13-Aug-90,2010,DeMarcus Cousins,Center,University of Kentucky,18063850,2018,2017,New Orleans Pelicans
2708,crabbal01,9-Apr-92,2013,Allen Crabbe,Shooting Guard,University of California,862000,2015,2014,Portland Trail Blazers
2709,crabbal01,9-Apr-92,2013,Allen Crabbe,Shooting Guard,University of California,947276,2016,2015,Portland Trail Blazers
2710,crabbal01,9-Apr-92,2013,Allen Crabbe,Shooting Guard,University of California,18500000,2017,2016,Portland Trail Blazers
2711,crabbal01,9-Apr-92,2013,Allen Crabbe,Shooting Guard,University of California,19332500,2018,2017,Brooklyn Nets
2739,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",1042320,2011,2010,Washington Wizards
