,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,player_id,salary,season,season_end,season_start,team
7479,leuerjo01,14-May-89,"Long Lake, Minnesota",0.8,48.4,32.8,76.7,377,14.5,6.4,3.8,13.2,51.5,University of Wisconsin,40th overall,2nd round,Milwaukee Bucks,2011,10-Jun,"Orono in Orono, Minnesota",Jon Leuer,Center and Power Forward,Right,228lb,NBA,leuerjo01,10991957,2016-17,2017,2016,Detroit Pistons
7480,leuerjo01,14-May-89,"Long Lake, Minnesota",0.8,48.4,32.8,76.7,377,14.5,6.4,3.8,13.2,51.5,University of Wisconsin,40th overall,2nd round,Milwaukee Bucks,2011,10-Jun,"Orono in Orono, Minnesota",Jon Leuer,Center and Power Forward,Right,228lb,NBA,leuerjo01,10497319,2017-18,2018,2017,Detroit Pistons
7490,leverca01,25-Aug-94,"Columbus, Ohio",3.4,43.7,32.9,70.7,168,13.8,11.1,3.6,5.8,49.7,University of Michigan,20th overall,1st round,Indiana Pacers,2016,7-Jun,"Central in Pickerington, Ohio",Caris LeVert,Small Forward,Right,204lb,NBA,leverca01,1562280,2016-17,2017,2016,Brooklyn Nets
7491,leverca01,25-Aug-94,"Columbus, Ohio",3.4,43.7,32.9,70.7,168,13.8,11.1,3.6,5.8,49.7,University of Michigan,20th overall,1st round,Indiana Pacers,2016,7-Jun,"Central in Pickerington, Ohio",Caris LeVert,Small Forward,Right,204lb,NBA,leverca01,1632480,2017-18,2018,2017,Brooklyn Nets
7538,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,473604,2011-12,2012,2011,Orlando Magic
7539,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,762195,2012-13,2013,2012,Oklahoma City Thunder
7540,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,1015696,2016-17,2017,2016,Dallas Mavericks
7541,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,757427,2017-18,2018,2017,Milwaukee Bucks
7542,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,754378,2017-18,2018,2017,New Orleans Pelicans
7543,liggide01,31-Mar-88,"Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,6-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb,NBA,liggide01,26773,2017-18,2018,2017,Atlanta Hawks
7544,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,3065040,2012-13,2013,2012,Portland Trail Blazers
7545,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,3202920,2013-14,2014,2013,Portland Trail Blazers
7546,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,3340920,2014-15,2015,2014,Portland Trail Blazers
7547,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,4236287,2015-16,2016,2015,Portland Trail Blazers
7548,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,24328425,2016-17,2017,2016,Portland Trail Blazers
7549,lillada01,15-Jul-90,"Oakland, California",6.3,43.4,36.8,88.9,549,21.4,23.5,4.2,70.3,51,Weber State University,6th overall,1st round,Portland Trail Blazers,2012,3-Jun,"Oakland in Oakland, California",Damian Lillard,Point Guard,Right,195lb,NBA,lillada01,26153057,2017-18,2018,2017,Portland Trail Blazers
7642,looneke01,6-Feb-96,"Milwaukee, Wisconsin",1,59.5,19.2,59.3,204,15.9,4.5,3.8,10.3,59.9,"University of California, Los Angeles",30th overall,1st round,Golden State Warriors,2015,9-Jun,"Hamilton in Milwaukee, Wisconsin",Kevon Looney,Center and Power Forward,Right,220lb,NBA,looneke01,1131960,2015-16,2016,2015,Golden State Warriors
7643,looneke01,6-Feb-96,"Milwaukee, Wisconsin",1,59.5,19.2,59.3,204,15.9,4.5,3.8,10.3,59.9,"University of California, Los Angeles",30th overall,1st round,Golden State Warriors,2015,9-Jun,"Hamilton in Milwaukee, Wisconsin",Kevon Looney,Center and Power Forward,Right,220lb,NBA,looneke01,1182840,2016-17,2017,2016,Golden State Warriors
7644,looneke01,6-Feb-96,"Milwaukee, Wisconsin",1,59.5,19.2,59.3,204,15.9,4.5,3.8,10.3,59.9,"University of California, Los Angeles",30th overall,1st round,Golden State Warriors,2015,9-Jun,"Hamilton in Milwaukee, Wisconsin",Kevon Looney,Center and Power Forward,Right,220lb,NBA,looneke01,1471382,2017-18,2018,2017,Golden State Warriors
7723,lydonty01,9-Apr-96,"Hudson, New York",0.2,50,40,33.3,26,9.1,0.9,0.7,0.2,61.1,Syracuse University,24th overall,1st round,Utah Jazz,2017,10-Jun,"New Hampton in New Hampton, New Hampshire",Tyler Lydon,Power Forward,Right,225lb,NBA,lydonty01,1579440,2017-18,2018,2017,Denver Nuggets
7724,lylestr01,5-Nov-95,"Saskatoon, Canada",1.1,43.1,33.1,70.5,288,13.2,7.6,3.9,8.1,49.5,University of Kentucky,12th overall,1st round,Utah Jazz,2015,10-Jun,"Arsenal Tech in Indianapolis, Indiana",Trey Lyles,Power Forward,Right,234lb,NBA,lylestr01,2239800,2015-16,2016,2015,Utah Jazz
7725,lylestr01,5-Nov-95,"Saskatoon, Canada",1.1,43.1,33.1,70.5,288,13.2,7.6,3.9,8.1,49.5,University of Kentucky,12th overall,1st round,Utah Jazz,2015,10-Jun,"Arsenal Tech in Indianapolis, Indiana",Trey Lyles,Power Forward,Right,234lb,NBA,lylestr01,2340600,2016-17,2017,2016,Utah Jazz
7726,lylestr01,5-Nov-95,"Saskatoon, Canada",1.1,43.1,33.1,70.5,288,13.2,7.6,3.9,8.1,49.5,University of Kentucky,12th overall,1st round,Utah Jazz,2015,10-Jun,"Arsenal Tech in Indianapolis, Indiana",Trey Lyles,Power Forward,Right,234lb,NBA,lylestr01,2441400,2017-18,2018,2017,Denver Nuggets
7761,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,473604,2011-12,2012,2011,Washington Wizards
7762,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,89670,2012-13,2013,2012,Philadelphia 76ers
7763,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,67253,2012-13,2013,2012,Washington Wizards
7764,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,884293,2013-14,2014,2013,Atlanta Hawks
7765,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,2433333,2014-15,2015,2014,Atlanta Hawks
7766,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,2433333,2015-16,2016,2015,Utah Jazz
7767,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,2433334,2016-17,2017,2016,Utah Jazz
7768,macksh01,22-Apr-90,"Lexington, Kentucky",3.1,42.3,33,73.1,456,12.3,6.6,2,10.3,47.8,Butler University,34th overall,2nd round,Washington Wizards,2011,3-Jun,"Bryan Station in Lexington, Kentucky",Shelvin Mack,Shooting Guard and Point Guard,Right,203lb,NBA,macksh01,6000000,2017-18,2018,2017,Orlando Magic
7770,macklve01,20-Sep-86,"Portsmouth, Virginia",0.2,54.3,-,57.1,23,18.2,2,1.5,0.5,54.3,"Georgetown University, University of Florida",52nd overall,2nd round,Detroit Pistons,2011,10-Jun,"Hargrave Military Academy in Chatham, Virginia",Vernon Macklin,Center,Right,227lb,NBA,macklve01,473604,2011-12,2012,2011,Detroit Pistons
7937,marblde01,21-Sep-92,"Southfield, Michigan",0.7,30.4,22.2,37.5,44,5.5,2.2,1.6,-0.3,35.7,University of Iowa,56th overall,2nd round,Denver Nuggets,2014,6-Jun,"Lathrup in Southfield, Michigan",Devyn Marble,Shooting Guard,Right,200lb,NBA,marblde01,884879,2014-15,2015,2014,Orlando Magic
7938,marblde01,21-Sep-92,"Southfield, Michigan",0.7,30.4,22.2,37.5,44,5.5,2.2,1.6,-0.3,35.7,University of Iowa,56th overall,2nd round,Denver Nuggets,2014,6-Jun,"Lathrup in Southfield, Michigan",Devyn Marble,Shooting Guard,Right,200lb,NBA,marblde01,845059,2015-16,2016,2015,Orlando Magic
7979,markkla01,22-May-97,"Vantaa, Finland",1.3,43.2,36.2,85.9,120,16.3,16.7,8.2,6.1,51.2,University of Arizona,7th overall,1st round,Minnesota Timberwolves,2017,Jul-00,"Helsinki Academy in Helsinki, Finland",Lauri Markkanen,Power Forward,Right,240lb,NBA,markkla01,3821640,2017-18,2018,2017,Chicago Bulls
8013,marshke01,19-Aug-91,"Dumfries, Virginia",4.9,39.9,37,61.1,160,10.7,5,1.6,1,48,University of North Carolina,13th overall,1st round,Phoenix Suns,2012,4-Jun,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,NBA,marshke01,1919160,2012-13,2013,2012,Phoenix Suns
8014,marshke01,19-Aug-91,"Dumfries, Virginia",4.9,39.9,37,61.1,160,10.7,5,1.6,1,48,University of North Carolina,13th overall,1st round,Phoenix Suns,2012,4-Jun,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,NBA,marshke01,2005560,2013-14,2014,2013,Phoenix Suns
8015,marshke01,19-Aug-91,"Dumfries, Virginia",4.9,39.9,37,61.1,160,10.7,5,1.6,1,48,University of North Carolina,13th overall,1st round,Phoenix Suns,2012,4-Jun,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,NBA,marshke01,915243,2014-15,2015,2014,Phoenix Suns
8016,marshke01,19-Aug-91,"Dumfries, Virginia",4.9,39.9,37,61.1,160,10.7,5,1.6,1,48,University of North Carolina,13th overall,1st round,Phoenix Suns,2012,4-Jun,"Bishop O'Connell in Arlington, Virginia",Kendall Marshall,Point Guard,Left,200lb,NBA,marshke01,2144722,2015-16,2016,2015,Philadelphia 76ers
8036,martija01,24-May-94,"Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184,10.5,5.4,3.5,3.2,47,Louisiana State University,25th overall,1st round,Memphis Grizzlies,2015,10-Jun,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,NBA,martija01,1230840,2015-16,2016,2015,Memphis Grizzlies
8037,martija01,24-May-94,"Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184,10.5,5.4,3.5,3.2,47,Louisiana State University,25th overall,1st round,Memphis Grizzlies,2015,10-Jun,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,NBA,martija01,1286160,2016-17,2017,2016,Memphis Grizzlies
8038,martija01,24-May-94,"Baton Rouge, Louisiana",0.6,43.4,34.6,76.6,184,10.5,5.4,3.5,3.2,47,Louisiana State University,25th overall,1st round,Memphis Grizzlies,2015,10-Jun,"Madison Prep in Baton Rouge, Louisiana",Jarell Martin,Power Forward,Right,239lb,NBA,martija01,1471382,2017-18,2018,2017,Memphis Grizzlies
8109,masonfr01,3-Apr-94,"Petersburg, Virginia",2.6,39.2,30,77.3,90,12.8,6.8,1.9,0.9,43.3,University of Kansas,34th overall,2nd round,Sacramento Kings,2017,11-May,"Petersburg in Petersburg, Virginia",Frank Mason III,Point Guard,Right,190lb,NBA,masonfr01,1184385,2017-18,2018,2017,Sacramento Kings
8215,mccalra01,12-Jun-91,"Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11,6,2,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013,3-Jun,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,NBA,mccalra01,816482,2014-15,2015,2014,Sacramento Kings
8216,mccalra01,12-Jun-91,"Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11,6,2,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013,3-Jun,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,NBA,mccalra01,947276,2015-16,2016,2015,San Antonio Spurs
8217,mccalra01,12-Jun-91,"Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11,6,2,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013,3-Jun,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,NBA,mccalra01,111444,2015-16,2016,2015,Memphis Grizzlies
8218,mccalra01,12-Jun-91,"Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11,6,2,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013,3-Jun,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,NBA,mccalra01,119494,2016-17,2017,2016,Charlotte Hornets
8219,mccalra01,12-Jun-91,"Madison, Wisconsin",2.4,40.8,33.5,71.1,154,11,6,2,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013,3-Jun,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,NBA,mccalra01,11949,2016-17,2017,2016,Detroit Pistons
8246,mccawpa01,25-Oct-95,"St. Louis, Missouri",1.2,42,29.9,79.1,157,7.9,3.7,1.5,2.8,48.5,"University of Nevada, Las Vegas",38th overall,2nd round,Milwaukee Bucks,2016,7-Jun,"Montrose Christian in Rockville, Maryland",Patrick McCaw,Shooting Guard,Right,185lb,NBA,mccawpa01,543471,2016-17,2017,2016,Golden State Warriors
8247,mccawpa01,25-Oct-95,"St. Louis, Missouri",1.2,42,29.9,79.1,157,7.9,3.7,1.5,2.8,48.5,"University of Nevada, Las Vegas",38th overall,2nd round,Milwaukee Bucks,2016,7-Jun,"Montrose Christian in Rockville, Maryland",Patrick McCaw,Shooting Guard,Right,185lb,NBA,mccawpa01,1312611,2017-18,2018,2017,Golden State Warriors
8260,mccolcj01,19-Sep-91,"Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013,3-Jun,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,NBA,mccolcj01,2316720,2013-14,2014,2013,Portland Trail Blazers
8261,mccolcj01,19-Sep-91,"Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013,3-Jun,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,NBA,mccolcj01,2421000,2014-15,2015,2014,Portland Trail Blazers
8262,mccolcj01,19-Sep-91,"Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013,3-Jun,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,NBA,mccolcj01,2525160,2015-16,2016,2015,Portland Trail Blazers
8263,mccolcj01,19-Sep-91,"Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013,3-Jun,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,NBA,mccolcj01,3219579,2016-17,2017,2016,Portland Trail Blazers
8264,mccolcj01,19-Sep-91,"Canton, Ohio",2.9,45.5,40.1,83.9,411,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013,3-Jun,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,NBA,mccolcj01,23962573,2017-18,2018,2017,Portland Trail Blazers
8293,mcculch01,5-Feb-95,"Bronx, New York",0.3,42.6,30.6,54.8,59,13.2,3.3,1.9,0.6,46.7,Syracuse University,29th overall,1st round,Brooklyn Nets,2015,11-Jun,"IMG Academy in Bradenton, Florida",Chris McCullough,Power Forward,Right,200lb,NBA,mcculch01,1140240,2015-16,2016,2015,Brooklyn Nets
8294,mcculch01,5-Feb-95,"Bronx, New York",0.3,42.6,30.6,54.8,59,13.2,3.3,1.9,0.6,46.7,Syracuse University,29th overall,1st round,Brooklyn Nets,2015,11-Jun,"IMG Academy in Bradenton, Florida",Chris McCullough,Power Forward,Right,200lb,NBA,mcculch01,1191480,2016-17,2017,2016,Washington Wizards
8295,mcculch01,5-Feb-95,"Bronx, New York",0.3,42.6,30.6,54.8,59,13.2,3.3,1.9,0.6,46.7,Syracuse University,29th overall,1st round,Brooklyn Nets,2015,11-Jun,"IMG Academy in Bradenton, Florida",Chris McCullough,Power Forward,Right,200lb,NBA,mcculch01,1471382,2017-18,2018,2017,Washington Wizards
8306,mcdankj01,9-Feb-93,"Mobile, Alabama",0.6,41.2,29,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,6-Jun,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,NBA,mcdankj01,507336,2014-15,2015,2014,Houston Rockets
8307,mcdankj01,9-Feb-93,"Mobile, Alabama",0.6,41.2,29,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,6-Jun,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,NBA,mcdankj01,3333333,2015-16,2016,2015,Houston Rockets
8308,mcdankj01,9-Feb-93,"Mobile, Alabama",0.6,41.2,29,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,6-Jun,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,NBA,mcdankj01,3333333,2016-17,2017,2016,Brooklyn Nets
8309,mcdankj01,9-Feb-93,"Mobile, Alabama",0.6,41.2,29,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,6-Jun,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,NBA,mcdankj01,100000,2017-18,2018,2017,Toronto Raptors
8310,mcderdo01,3-Jan-92,"Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341,10.7,7.8,2.1,10.6,54.5,Creighton University,11th overall,1st round,Denver Nuggets,2014,8-Jun,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,NBA,mcderdo01,2277960,2014-15,2015,2014,Chicago Bulls
8311,mcderdo01,3-Jan-92,"Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341,10.7,7.8,2.1,10.6,54.5,Creighton University,11th overall,1st round,Denver Nuggets,2014,8-Jun,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,NBA,mcderdo01,2380440,2015-16,2016,2015,Chicago Bulls
8312,mcderdo01,3-Jan-92,"Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341,10.7,7.8,2.1,10.6,54.5,Creighton University,11th overall,1st round,Denver Nuggets,2014,8-Jun,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,NBA,mcderdo01,2483040,2016-17,2017,2016,Oklahoma City Thunder
8313,mcderdo01,3-Jan-92,"Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341,10.7,7.8,2.1,10.6,54.5,Creighton University,11th overall,1st round,Denver Nuggets,2014,8-Jun,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,NBA,mcderdo01,3294994,2017-18,2018,2017,Dallas Mavericks
8335,mcgarmi01,6-Jun-92,"Chesterton, Indiana",0.3,52.7,0,58,52,15.4,4.4,3.5,1.3,52.7,University of Michigan,21st overall,1st round,Oklahoma City Thunder,2014,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Mitch McGary,Power Forward,Left,255lb,NBA,mcgarmi01,1400040,2014-15,2015,2014,Oklahoma City Thunder
8336,mcgarmi01,6-Jun-92,"Chesterton, Indiana",0.3,52.7,0,58,52,15.4,4.4,3.5,1.3,52.7,University of Michigan,21st overall,1st round,Oklahoma City Thunder,2014,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Mitch McGary,Power Forward,Left,255lb,NBA,mcgarmi01,1463040,2015-16,2016,2015,Oklahoma City Thunder
8337,mcgarmi01,6-Jun-92,"Chesterton, Indiana",0.3,52.7,0,58,52,15.4,4.4,3.5,1.3,52.7,University of Michigan,21st overall,1st round,Oklahoma City Thunder,2014,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Mitch McGary,Power Forward,Left,255lb,NBA,mcgarmi01,1526040,2016-17,2017,2016,Oklahoma City Thunder
